name,latitude,longitude,info
Restaurante Antigo Caminho do Ouro,-23.1525003,-44.8742665,"{""@id"": ""node/5056963363"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Antigo Caminho do Ouro""}"
Pettirosso,-23.5600072,-46.6703878,"{""@id"": ""node/5058261759"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""2155"", ""addr:postcode"": ""01424-007"", ""addr:street"": ""Alameda Lorena"", ""amenity"": ""restaurant"", ""name"": ""Pettirosso""}"
Altas Horas,-22.9182304,-47.1096665,"{""@id"": ""node/5059119425"", ""amenity"": ""pub"", ""name"": ""Altas Horas"", ""name:pt"": ""Altas Horas""}"
Restaurante Campo Grande,-22.9509003,-47.1872913,"{""@id"": ""node/5059192323"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Campo Grande"", ""name:pt"": ""Campo Grande""}"
Yakitori Mizusaka,-23.5685103,-46.6494564,"{""@id"": ""node/5059317749"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:country"": ""BR"", ""addr:housenumber"": ""15"", ""addr:street"": ""Galeria Artur Guimar\u00e3es"", ""addr:suburb"": ""Jardim Paulista"", ""addr:unit"": ""Galeria Artur Guimar\u00e3es box 12"", ""amenity"": ""restaurant"", ""contact:phone"": ""+55 11 2338 3577"", ""cuisine"": ""japanese"", ""name"": ""Yakitori Mizusaka"", ""opening_hours"": ""Mo-Sa 11:30-14:30,18:00-21:00"", ""outdoor_seating"": ""no"", ""phone"": ""+55 11 3284 776"", ""smoking"": ""outside"", ""website"": ""http://yakitorimizusaka.com/""}"
Restaurante Acrótona,-25.4308079,-49.2766797,"{""@id"": ""node/5063141306"", ""addr:city"": ""Curitiba"", ""addr:housenumber"": ""408"", ""addr:street"": ""Rua Cruz Machado"", ""addr:suburb"": ""Centro"", ""alt_name"": ""Acr\u00f3tona Sopas & Pizzas"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Acr\u00f3tona"", ""opening_hours"": ""Mo-Sa 18:00-24:00"", ""phone"": ""+55 41 3233-4690"", ""website"": ""http://www.acrotona.com.br/""}"
Berlin Bar,-25.427785,-49.2724253,"{""@id"": ""node/5063148172"", ""amenity"": ""pub"", ""name"": ""Berlin Bar"", ""source"": ""survey"", ""survey_date"": ""2017-08-26""}"
Cascais,-13.0046795,-38.5173837,"{""@id"": ""node/5064243346"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""bar"": ""no"", ""check_date"": ""2024-11-22"", ""cuisine"": ""portuguese"", ""name"": ""Cascais"", ""old_name"": ""Casa Lisboa"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""survey:date"": ""2023-03-14"", ""wheelchair"": ""no""}"
Rei do Churrasco,-12.9759702,-38.4217111,"{""@id"": ""node/5064243611"", ""amenity"": ""restaurant"", ""name"": ""Rei do Churrasco""}"
Thum Gourmet,-22.9092234,-43.1856069,"{""@id"": ""node/5064997302"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""35"", ""addr:street"": ""Rua dos Inv\u00e1lidos"", ""addr:suburb"": ""Centro"", ""addr:unit"": ""B"", ""amenity"": ""restaurant"", ""name"": ""Thum Gourmet""}"
The Punch bar,-23.5685499,-46.6494058,"{""@id"": ""node/5065241356"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:country"": ""BR"", ""addr:housenumber"": ""13"", ""addr:street"": ""Galeria Artur Guimar\u00e3es"", ""addr:suburb"": ""Jardim Paulista"", ""addr:unit"": ""Galeria Artur Guimar\u00e3es"", ""amenity"": ""bar"", ""capacity"": ""50"", ""name"": ""The Punch bar"", ""outdoor_seating"": ""no"", ""phone"": ""+55 11 3289 5566"", ""smoking"": ""outside"", ""source"": ""local_knowledge"", ""start_date"": ""1974""}"
Confraria do Sabor,-22.7200031,-45.5688669,"{""@id"": ""node/5067301445"", ""addr:housenumber"": ""191"", ""addr:street"": ""Avenida Vitor Godinho"", ""amenity"": ""restaurant"", ""name"": ""Confraria do Sabor""}"
Itália,-22.7199014,-45.5679688,"{""@id"": ""node/5067301447"", ""addr:housenumber"": ""306"", ""addr:street"": ""Avenida Macedo Soares"", ""amenity"": ""restaurant"", ""name"": ""It\u00e1lia""}"
Damask,-30.0369881,-51.2221391,"{""@id"": ""node/5067588521"", ""addr:housenumber"": ""61"", ""addr:street"": ""Rua Sofia Veloso"", ""amenity"": ""restaurant"", ""cuisine"": ""arab"", ""name"": ""Damask"", ""opening_hours"": ""Mo-Sa 18:00-23:00"", ""phone"": ""+5551 3026-0490""}"
Banaías,-22.7201696,-45.570668,"{""@id"": ""node/5067669619"", ""amenity"": ""restaurant"", ""name"": ""Bana\u00edas""}"
Cantinho da Serra,-22.7206606,-45.5686587,"{""@id"": ""node/5067669620"", ""amenity"": ""restaurant"", ""name"": ""Cantinho da Serra""}"
Spazio Di Paulo,-22.7208247,-45.5695602,"{""@id"": ""node/5067671425"", ""addr:housenumber"": ""486"", ""addr:street"": ""Avenida Macedo Soares"", ""amenity"": ""restaurant"", ""cuisine"": ""pasta"", ""name"": ""Spazio Di Paulo""}"
Banana Jack,-22.9854954,-43.1968654,"{""@id"": ""node/5067720928"", ""addr:housenumber"": ""6"", ""addr:street"": ""Rua Jangadeiros"", ""amenity"": ""restaurant"", ""name"": ""Banana Jack"", ""name:pt"": ""Banana Jack""}"
Leggera Pizza Napoletana,-23.5291847,-46.6789981,"{""@id"": ""node/5067720930"", ""addr:housenumber"": ""80"", ""addr:street"": ""Rua Diana"", ""amenity"": ""restaurant"", ""name"": ""Leggera Pizza Napoletana"", ""name:pt"": ""Leggera Pizza Napoletana""}"
Jack Rock Bar,-19.9396729,-43.9297661,"{""@id"": ""node/5067721029"", ""addr:housenumber"": ""5623"", ""addr:street"": ""Avenida do Contorno"", ""amenity"": ""bar"", ""name"": ""Jack Rock Bar"", ""name:pt"": ""Jack Rock Bar""}"
Restaurante e Leiteria Regina,-23.5484309,-46.6345118,"{""@id"": ""node/5069283216"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""36"", ""addr:postcode"": ""01012-020"", ""addr:street"": ""Largo da Miseric\u00f3rdia"", ""amenity"": ""restaurant"", ""drink:milk"": ""yes"", ""name"": ""Restaurante e Leiteria Regina""}"
Galeto do Rei,-22.9966835,-43.449832,"{""@id"": ""node/5069569697"", ""amenity"": ""restaurant"", ""cuisine"": ""chicken"", ""delivery"": ""yes"", ""name"": ""Galeto do Rei"", ""outdoor_seating"": ""no"", ""takeaway"": ""only""}"
Restaurante Esquina 315,-23.6883361,-46.5630667,"{""@id"": ""node/5070561620"", ""addr:city"": ""S\u00e3o Bernardo do Campo"", ""addr:housenumber"": ""315"", ""addr:postcode"": ""09726-150"", ""addr:street"": ""Avenida Ant\u00e1rtico"", ""addr:suburb"": ""Jardim do Mar"", ""amenity"": ""restaurant"", ""contact:phone"": ""+55 11 969 311 990"", ""delivery"": ""yes"", ""name"": ""Restaurante Esquina 315"", ""opening_hours"": ""Mo-Sa 11:00-15:00; Fr 17:00-23:00"", ""outdoor_seating"": ""no"", ""phone"": ""+55 11 3380 6194"", ""smoking"": ""outside"", ""takeaway"": ""yes"", ""website"": ""http://esquina315.com.br/""}"
La Frontera Tex-Mex Grill,-3.760992,-38.4864394,"{""@id"": ""node/5071176421"", ""addr:housenumber"": ""450"", ""addr:street"": ""Rua Eliseu Uch\u00f4a Beco"", ""amenity"": ""restaurant"", ""cuisine"": ""tex-mex;mexican"", ""name"": ""La Frontera Tex-Mex Grill"", ""phone"": ""+55 85 3051-6735""}"
Taboada,-13.0109472,-38.491292,"{""@id"": ""node/5078567284"", ""addr:housenumber"": ""9"", ""addr:street"": ""Rua Jos\u00e9 Taboada Vidal"", ""amenity"": ""restaurant"", ""name"": ""Taboada""}"
Pai Inácio,-13.0148233,-38.4882865,"{""@id"": ""node/5078567285"", ""amenity"": ""restaurant"", ""name"": ""Pai In\u00e1cio""}"
Country Grill Café,-13.0146991,-38.488282,"{""@id"": ""node/5078567286"", ""amenity"": ""restaurant"", ""name"": ""Country Grill Caf\u00e9""}"
Solar,-13.0145656,-38.4853141,"{""@id"": ""node/5078567287"", ""amenity"": ""restaurant"", ""name"": ""Solar""}"
Auto Espeto,-19.9125115,-43.9747759,"{""@id"": ""node/5078923302"", ""amenity"": ""bar"", ""name"": ""Auto Espeto""}"
Veríssimo Filho,-3.8248822,-38.5792869,"{""@id"": ""node/5081607040"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza;steak_house"", ""name"": ""Ver\u00edssimo Filho"", ""phone"": ""+55 85 3467-3899""}"
Restaurante Boaventura,-3.8270045,-38.5800432,"{""@id"": ""node/5081624249"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Boaventura""}"
Pimenta Calabresa,-12.9846305,-38.5036952,"{""@id"": ""node/5082475318"", ""amenity"": ""restaurant"", ""name"": ""Pimenta Calabresa""}"
Fatiado Discos,-23.5420881,-46.6817315,"{""@id"": ""node/5082535321"", ""amenity"": ""bar"", ""internet_access"": ""wlan"", ""name"": ""Fatiado Discos"", ""name:pt"": ""Fatiado Discos""}"
Senzala Restaurante,-23.5548644,-46.7087187,"{""@id"": ""node/5084042483"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:country"": ""BR"", ""addr:housenumber"": ""41"", ""addr:state"": ""SP"", ""addr:street"": ""Pra\u00e7a Panamericana"", ""amenity"": ""restaurant"", ""fax"": ""+55 11 3816-2731"", ""name"": ""Senzala Restaurante"", ""phone"": ""+55 113812-5582;+55 11 3034-5114;+55 11 3816-2731"", ""website"": ""https://www.senzala-sp.com.br/""}"
Central Kilo's Grill,-23.5473168,-46.6358776,"{""@id"": ""node/5084749333"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""201"", ""addr:postcode"": ""01011-000"", ""addr:street"": ""Rua S\u00e3o Bento"", ""amenity"": ""restaurant"", ""name"": ""Central Kilo's Grill""}"
Lá na Criação,-22.9122017,-43.1874188,"{""@id"": ""node/5088694747"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""201"", ""addr:postcode"": ""20230-150"", ""addr:street"": ""Avenida Mem de S\u00e1"", ""addr:suburb"": ""Centro"", ""amenity"": ""restaurant"", ""name"": ""L\u00e1 na Cria\u00e7\u00e3o""}"
Paiol 08,-22.9123656,-43.180214,"{""@id"": ""node/5089027177"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""24"", ""addr:postcode"": ""20230-060"", ""addr:street"": ""Rua dos Arcos"", ""addr:suburb"": ""Lapa"", ""amenity"": ""bar"", ""description"": ""Petiscos e pocket shows. Com varanda."", ""name"": ""Paiol 08"", ""opening_hours"": ""Mo-Fr 09:00-18:00""}"
Fitó,-23.56814,-46.6948781,"{""@id"": ""node/5089241121"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""2773"", ""addr:postcode"": ""05407-004"", ""addr:street"": ""Rua Cardeal Arcoverde"", ""amenity"": ""restaurant"", ""cuisine"": ""brazilian"", ""name"": ""Fit\u00f3"", ""name:pt"": ""Fit\u00f3"", ""phone"": ""+55 11 3032-0963"", ""website"": ""https://fitocozinha.com.br/""}"
Angaro 47,-22.9114764,-43.1864673,"{""@id"": ""node/5090095105"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""47 - Loja A"", ""addr:postcode"": ""20230-130"", ""addr:street"": ""Avenida Henrique Valadares"", ""addr:suburb"": ""Lapa"", ""amenity"": ""restaurant"", ""name"": ""Angaro 47""}"
ISushi,-22.7241507,-45.5680959,"{""@id"": ""node/5090206466"", ""addr:housenumber"": ""20"", ""addr:street"": ""Rua Gilia"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""name"": ""ISushi""}"
Panela de Ferro,-22.7196925,-45.5674589,"{""@id"": ""node/5090206496"", ""amenity"": ""restaurant"", ""name"": ""Panela de Ferro""}"
La Coupole,-22.7255485,-45.5784398,"{""@id"": ""node/5090352270"", ""amenity"": ""restaurant"", ""name"": ""La Coupole""}"
Portal da Lapa,-22.9117646,-43.1833156,"{""@id"": ""node/5090394369"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""559 - Loja A"", ""addr:postcode"": ""20231-014"", ""addr:street"": ""Avenida Gomes Freire"", ""addr:suburb"": ""Lapa"", ""amenity"": ""restaurant"", ""name"": ""Portal da Lapa""}"
Safári,-22.7191742,-45.5671647,"{""@id"": ""node/5090400250"", ""amenity"": ""restaurant"", ""name"": ""Saf\u00e1ri""}"
Nevada,-22.7193386,-45.5667269,"{""@id"": ""node/5090400251"", ""amenity"": ""restaurant"", ""name"": ""Nevada""}"
Nicoboco,-22.7185355,-45.5673441,"{""@id"": ""node/5090400252"", ""amenity"": ""pub"", ""name"": ""Nicoboco""}"
Kilo Certo,-22.717963,-45.5652914,"{""@id"": ""node/5090400259"", ""amenity"": ""restaurant"", ""name"": ""Kilo Certo""}"
Matterhorn,-22.7187511,-45.5668733,"{""@id"": ""node/5090400578"", ""amenity"": ""restaurant"", ""name"": ""Matterhorn""}"
Villa Gourmet,-22.7197529,-45.5669102,"{""@id"": ""node/5090400579"", ""amenity"": ""restaurant"", ""name"": ""Villa Gourmet""}"
Pizzeria La Fortezza,-22.7262516,-45.5803165,"{""@id"": ""node/5090400612"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Pizzeria La Fortezza""}"
Ristorante San Giovanni,-22.7319638,-45.5835916,"{""@id"": ""node/5090400669"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Ristorante San Giovanni""}"
Ca Cerola,-22.7310425,-45.5830526,"{""@id"": ""node/5090401080"", ""addr:street"": ""Avenida Doutor Janu\u00e1rio Miraglia"", ""amenity"": ""restaurant"", ""name"": ""Ca Cerola""}"
Bom Petisco,-22.7300305,-45.5825157,"{""@id"": ""node/5090401081"", ""addr:street"": ""Avenida Doutor Janu\u00e1rio Miraglia"", ""amenity"": ""restaurant"", ""name"": ""Bom Petisco""}"
Vila Chã,-22.718111,-45.5658804,"{""@id"": ""node/5090401083"", ""amenity"": ""restaurant"", ""cuisine"": ""portuguese"", ""name"": ""Vila Ch\u00e3""}"
Reino Vegetal - Restaurante Vegetariano,-22.9062246,-43.1843307,"{""@id"": ""node/5092095900"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""98"", ""addr:postcode"": ""20060-040"", ""addr:street"": ""Rua Luis de Cam\u00f5es"", ""addr:suburb"": ""Centro"", ""amenity"": ""restaurant"", ""delivery"": ""yes"", ""diet:vegetarian"": ""only"", ""name"": ""Reino Vegetal - Restaurante Vegetariano"", ""takeaway"": ""yes""}"
Churrascaria passo fundo,-23.1483391,-46.9387347,"{""@id"": ""node/5092137821"", ""amenity"": ""restaurant"", ""name"": ""Churrascaria passo fundo"", ""name:pt"": ""Churrascaria passo fundo""}"
Estrela Guia,-22.7168146,-45.5644011,"{""@id"": ""node/5094466063"", ""amenity"": ""restaurant"", ""name"": ""Estrela Guia""}"
Boi Mil Churrascaria,-22.715778,-45.5611666,"{""@id"": ""node/5094477002"", ""amenity"": ""restaurant"", ""name"": ""Boi Mil Churrascaria""}"
Caras de Malte,-22.7100411,-45.5478677,"{""@id"": ""node/5094477916"", ""amenity"": ""restaurant"", ""name"": ""Caras de Malte""}"
Alecrim,-22.7120121,-45.5577904,"{""@id"": ""node/5094479216"", ""amenity"": ""restaurant"", ""name"": ""Alecrim""}"
Dona Chica,-22.6902691,-45.4788262,"{""@id"": ""node/5094480999"", ""amenity"": ""restaurant"", ""name"": ""Dona Chica""}"
Tempero da Cris,-22.7152236,-45.5624216,"{""@id"": ""node/5094481006"", ""amenity"": ""restaurant"", ""name"": ""Tempero da Cris""}"
Pontremolli,-22.7309607,-45.6242695,"{""@id"": ""node/5094481013"", ""amenity"": ""restaurant"", ""name"": ""Pontremolli""}"
A Bigorna,-22.7180677,-45.56552,"{""@id"": ""node/5094481306"", ""amenity"": ""restaurant"", ""name"": ""A Bigorna""}"
Querença da Serra,-22.7314061,-45.583237,"{""@id"": ""node/5094481309"", ""addr:street"": ""Avenida Doutor Janu\u00e1rio Miraglia"", ""amenity"": ""restaurant"", ""name"": ""Queren\u00e7a da Serra""}"
Nonna Mimi,-22.732056,-45.583628,"{""@id"": ""node/5094481926"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Nonna Mimi""}"
Fenícia Culinária Libanesa,-23.542863,-46.6318704,"{""@id"": ""node/5094929187"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""158"", ""addr:postcode"": ""01023-050"", ""addr:street"": ""Rua Comendador Abdo Schahin"", ""amenity"": ""restaurant"", ""cuisine"": ""lebanese"", ""name"": ""Fen\u00edcia Culin\u00e1ria Libanesa""}"
Fogão Mineiro,-22.9246814,-47.1281822,"{""@id"": ""node/5097952523"", ""amenity"": ""restaurant"", ""cuisine"": ""mineira"", ""name"": ""Fog\u00e3o Mineiro"", ""name:pt"": ""Fog\u00e3o Mineiro""}"
Bar Do Birosca,-22.9293172,-47.1002632,"{""@id"": ""node/5097952530"", ""amenity"": ""bar"", ""name"": ""Bar Do Birosca"", ""name:pt"": ""Bar Do Birosca""}"
Churrascaria 4R,-23.0780022,-45.6570441,"{""@id"": ""node/5097994603"", ""amenity"": ""restaurant"", ""name"": ""Churrascaria 4R""}"
Boi Mil,-23.1344416,-45.7481961,"{""@id"": ""node/5097994606"", ""amenity"": ""restaurant"", ""name"": ""Boi Mil""}"
Soberano Gourmet,-23.7088646,-46.546219,"{""@id"": ""node/5099075240"", ""addr:city"": ""S\u00e3o Bernardo do Campo"", ""addr:country"": ""BR"", ""addr:street"": ""Avenida Francisco Prestes Maia"", ""addr:suburb"": ""Santa Terezinha"", ""amenity"": ""restaurant"", ""name"": ""Soberano Gourmet""}"
Cine Bistrô,-22.7197482,-45.5671705,"{""@id"": ""node/5101385046"", ""amenity"": ""restaurant"", ""name"": ""Cine Bistr\u00f4""}"
Cozinha de Bistrô,-1.4551503,-48.494423,"{""@id"": ""node/5102117921"", ""addr:housenumber"": ""278"", ""addr:street"": ""Rua Ferreira Cant\u00e3o"", ""amenity"": ""restaurant"", ""cuisine"": ""brazilian"", ""name"": ""Cozinha de Bistr\u00f4"", ""name:pt"": ""Cozinha de Bistr\u00f4""}"
Meson Andaluz,38.7078675,-9.1435453,"{""@id"": ""node/5103723581"", ""addr:city"": ""Lisboa"", ""addr:country"": ""PT"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""1200-019"", ""addr:street"": ""Travessa do Alecrim"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish"", ""name"": ""Meson Andaluz"", ""opening_hours"": ""Mo-Sa 10:00-24:00; Su 17:00-24:00"", ""outdoor_seating"": ""yes"", ""website"": ""https://www.mesonandaluzlisboa.com""}"
A Figueira Rubaiyat,-23.5653705,-46.6695678,"{""@id"": ""node/5103818949"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""1738"", ""addr:postcode"": ""01415-000"", ""addr:street"": ""Rua Haddock Lobo"", ""addr:suburb"": ""Jardim Am\u00e9rica"", ""amenity"": ""restaurant"", ""email"": ""figueira@rubaiyat.com.br"", ""name"": ""A Figueira Rubaiyat"", ""opening_hours"": ""Mo-Th 12:00-16:00, Mo-Th 19:00-00:00, Fr-Su 12:00-00:30"", ""phone"": ""+55 11 3087-1399"", ""smoking"": ""outside"", ""takeaway"": ""no"", ""website"": ""http://rubaiyat.com.br""}"
Bar da Nega,-22.9054168,-43.3668214,"{""@id"": ""node/5106632512"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""435"", ""addr:postcode"": ""22733040"", ""addr:street"": ""Estrada Comandante Luiz Souto"", ""addr:suburb"": ""Tanque"", ""amenity"": ""pub"", ""name"": ""Bar da Nega"", ""outdoor_seating"": ""no"", ""smoking"": ""yes""}"
Americo's,-21.1797837,-47.8066957,"{""@id"": ""node/5110431280"", ""addr:housenumber"": ""968"", ""addr:street"": ""Rua Am\u00e9rico Brasiliense"", ""amenity"": ""pub"", ""name"": ""Americo's""}"
Cazzarão Grill,-12.988319,-38.5202021,"{""@id"": ""node/5111050894"", ""amenity"": ""restaurant"", ""name"": ""Cazzar\u00e3o Grill""}"
Cervantes,-12.9881021,-38.5199339,"{""@id"": ""node/5111051656"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish"", ""name"": ""Cervantes""}"
Temos Bacalhau,-12.9869942,-38.5197306,"{""@id"": ""node/5111051664"", ""amenity"": ""restaurant"", ""fixme"": ""confirm restaurant"", ""name"": ""Temos Bacalhau"", ""phone"": ""+55 7130521323""}"
Boteco do Butiban,-12.9884318,-38.5201987,"{""@id"": ""node/5111051792"", ""amenity"": ""pub"", ""name"": ""Boteco do Butiban""}"
Olega,-23.0099257,-43.304403,"{""@id"": ""node/5111855350"", ""addr:city"": ""Rio de Janeiro"", ""addr:street"": ""Avenida Oleg\u00e1rio Maciel"", ""addr:suburb"": ""Barra da Tijuca"", ""amenity"": ""pub"", ""fixme"": ""confirmar posi\u00e7\u00e3o"", ""name"": ""Olega"", ""outdoor_seating"": ""yes""}"
Bar do baixinho,-22.7207828,-43.1831307,"{""@id"": ""node/5113167077"", ""amenity"": ""pub"", ""name"": ""Bar do baixinho""}"
Buffet da Vila,-23.5363924,-46.6319198,"{""@id"": ""node/5118152102"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""26"", ""addr:postcode"": ""01028-010"", ""addr:street"": ""Vila dos Ingleses"", ""amenity"": ""restaurant"", ""name"": ""Buffet da Vila""}"
Restaurante do Cura,-23.8069735,-45.3649193,"{""@id"": ""node/5119607722"", ""amenity"": ""restaurant"", ""check_date"": ""2024-09-14"", ""name"": ""Restaurante do Cura"", ""note"": ""prices per kilo"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""wheelchair"": ""yes""}"
Café Cultural Sacrilégio,-22.9132296,-43.1820848,"{""@id"": ""node/5119650721"", ""addr:city"": ""Rio de Janeiro"", ""addr:street"": ""Avenida Mem de S\u00e1"", ""addr:suburb"": ""Lapa"", ""amenity"": ""bar"", ""name"": ""Caf\u00e9 Cultural Sacril\u00e9gio""}"
Faro Fino Restaurante,-23.5379063,-46.6305408,"{""@id"": ""node/5120307176"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""01027-020"", ""addr:street"": ""Rua Ant\u00f4nio Pais"", ""amenity"": ""restaurant"", ""name"": ""Faro Fino Restaurante""}"
Churrasco do Eudes,-3.7862491,-38.6227804,"{""@id"": ""node/5120698315"", ""addr:city"": ""Fortaleza"", ""addr:postcode"": ""60540282"", ""addr:street"": ""Rua Coronel Jo\u00e3o Correia"", ""addr:suburb"": ""Granja Lisboa"", ""addr:unit"": ""3389"", ""amenity"": ""restaurant"", ""capacity"": ""100"", ""name"": ""Churrasco do Eudes"", ""opening_hours"": ""Tu-Sa 18:30-01:00"", ""takeaway"": ""yes""}"
Viana Restaurante & Bar,-23.7587841,-45.3508244,"{""@id"": ""node/5121789526"", ""amenity"": ""restaurant"", ""name"": ""Viana Restaurante & Bar"", ""website"": ""http://www.viana.com.br""}"
Captains Beach,-23.8059111,-45.365282,"{""@id"": ""node/5121789528"", ""amenity"": ""bar"", ""name"": ""Captains Beach""}"
Hõi Ban,-23.7764394,-45.3577165,"{""@id"": ""node/5121790421"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""name"": ""H\u00f5i Ban"", ""name:en"": ""H\u00f5i Ban""}"
Adega Duas Nações,-22.8501064,-43.3088255,"{""@id"": ""node/5122557916"", ""amenity"": ""pub"", ""name"": ""Adega Duas Na\u00e7\u00f5es"", ""wheelchair"": ""yes""}"
Zot Gastrobar,-22.9760177,-43.1889584,"{""@id"": ""node/5122565006"", ""addr:housenumber"": ""21"", ""addr:street"": ""Rua Bol\u00edvar"", ""amenity"": ""bar"", ""name"": ""Zot Gastrobar"", ""source"": ""OSM Note 497389""}"
Palmar,-23.8210047,-45.3715278,"{""@id"": ""node/5122763025"", ""amenity"": ""restaurant"", ""name"": ""Palmar""}"
Bahia,-23.8220036,-45.3739262,"{""@id"": ""node/5122763027"", ""amenity"": ""restaurant"", ""name"": ""Bahia""}"
Restuarante do Delmir,-23.8176232,-45.3672546,"{""@id"": ""node/5122778022"", ""amenity"": ""restaurant"", ""name"": ""Restuarante do Delmir"", ""name:en"": ""Restuarant do Delmir""}"
Venda da Conceição,-22.9290835,-47.7792801,"{""@id"": ""node/5122897631"", ""addr:street"": ""Estrada Vicinal Alexandre Antonio Carpim"", ""amenity"": ""pub"", ""name"": ""Venda da Concei\u00e7\u00e3o""}"
Restaurante Pimenta de Cheiro,-23.8115087,-45.367006,"{""@id"": ""node/5124348223"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Pimenta de Cheiro""}"
Restaurante Sabor da Florêncio,-23.5396814,-46.6329506,"{""@id"": ""node/5124683276"", ""addr:city"": ""S\u00e3o Paulo"", ""addr:housenumber"": ""501"", ""addr:postcode"": ""01029-001"", ""addr:street"": ""Rua Flor\u00eancio de Abreu"", ""amenity"": ""restaurant"", ""name"": ""Restaurante Sabor da Flor\u00eancio""}"
The Deck,-23.8030869,-45.3648557,"{""@id"": ""node/5125036424"", ""amenity"": ""restaurant"", ""name"": ""The Deck""}"
Fazenda São Leandro,-22.4316961,-41.9071028,"{""@id"": ""node/5125615729"", ""amenity"": ""restaurant"", ""name"": ""Fazenda S\u00e3o Leandro""}"
Sítio das Bromélias,-22.4278775,-41.9584994,"{""@id"": ""node/5125722742"", ""amenity"": ""restaurant"", ""name"": ""S\u00edtio das Brom\u00e9lias""}"
Jacks House,-23.8115046,-45.3655182,"{""@id"": ""node/5126283530"", ""amenity"": ""pub"", ""name"": ""Jacks House""}"
Pier 18,-23.8101785,-45.365637,"{""@id"": ""node/5126283922"", ""amenity"": ""restaurant"", ""name"": ""Pier 18""}"
Max Paladar,-23.8128225,-45.3677097,"{""@id"": ""node/5126284022"", ""amenity"": ""restaurant"", ""name"": ""Max Paladar""}"
Okeanos Bar,-23.8112221,-45.3659733,"{""@id"": ""node/5126284223"", ""amenity"": ""bar"", ""name"": ""Okeanos Bar""}"
Kitutes da Yayá,-12.9883906,-38.520884,"{""@id"": ""node/5126452582"", ""amenity"": ""restaurant"", ""name"": ""Kitutes da Yay\u00e1"", ""phone"": ""+55 7133280538""}"
K-Bab,-3.7270584,-38.4955114,"{""@id"": ""node/5126469028"", ""addr:city"": ""Fortaleza"", ""addr:housenumber"": ""90"", ""addr:postcode"": ""60170-000"", ""addr:street"": ""Avenida Desembargador Moreira"", ""addr:suburb"": ""Meireles"", ""amenity"": ""restaurant"", ""cuisine"": ""korean"", ""name"": ""K-Bab"", ""opening_hours"": ""Mo-Sa 12:00-22:00""}"
Point do pastor,-22.7054917,-43.299205,"{""@id"": ""node/5129164825"", ""addr:street"": ""Rua Clara"", ""amenity"": ""restaurant"", ""name"": ""Point do pastor""}"
Descolado Burguer,-22.9084383,-43.1772401,"{""@id"": ""node/5129323431"", ""addr:city"": ""Rio de Janeiro"", ""addr:housenumber"": ""6"", ""addr:street"": ""Avenida Almirante Barroso"", ""addr:suburb"": ""Centro"", ""amenity"": ""restaurant"", ""cuisine"": ""burger"", ""name"": ""Descolado Burguer"", ""opening_hours"": ""Mo-Fr 11:00-20:00; Sa 11:00-16:00"", ""outdoor_seating"": ""no"", ""phone"": ""+55 21 2524-6296"", ""smoking"": ""no""}"
